ID;Nombre;Proveedor;LeadTime;Precio
1749;Mesa Eco Red;Textiles del Norte;10;143.17
1750;Mesa Inalámbrico Gris;MegaAbasto Co.;25;326.7
1751;Televisor Premium V2;TechDistribuidora S.A.;14;458.3
1752;Lámpara Plus Red;Global Imports Corp;5;39.97
1753;Camiseta Ultra Gris;MegaAbasto Co.;25;38.91
1754;Cargador Smart Negro;Alimentos y Logística del Sur;15;20.75
1755;Mesa Plus Negro;Suministros Industriales Alfa;7;199.28
1756;Zapatillas Plus V2;Hogar y Confort Ltda.;12;101.1
1757;Monitor Ergonómico V2;Hogar y Confort Ltda.;12;276.02
1758;Cafetera Advanced Z3;Hogar y Confort Ltda.;12;107.41
1759;Monitor Eco Blanco;Distribución Express;3;166.68
1760;Auriculares Modern Red;Soluciones Tecnológicas Nova;8;84.52
1761;Licuadora Ultra V2;Distribución Express;3;41.65
1762;Chaqueta Eco Silver;Comercializadora Omega;20;169.6
1763;Reloj Ergonómico Blanco;Textiles del Norte;10;144.02
1764;Licuadora Advanced Silver;Hogar y Confort Ltda.;12;73.28
1765;Silla Advanced Gris;Hogar y Confort Ltda.;12;119.1
1766;Licuadora Vintage Z3;TechDistribuidora S.A.;14;30.54
1767;Gorra Ergonómico Negro;Textiles del Norte;10;13.93
1768;Smartphone Smart X1;Alimentos y Logística del Sur;15;919.12
1769;Zapatillas Inalámbrico Blanco;Suministros Industriales Alfa;7;118.97
1770;Laptop Premium V2;Hogar y Confort Ltda.;12;648.24
1771;Smartphone Pro Blanco;Distribución Express;3;1059.83
1772;Silla Premium Gris;Textiles del Norte;10;202.49
1773;Monitor Ergonómico V2;Alimentos y Logística del Sur;15;128.33
1774;Laptop Advanced Azul;Suministros Industriales Alfa;7;893.26
1775;Mochila Vintage Silver;Distribución Express;3;54.62
1776;Silla Modern Z3;Global Imports Corp;5;71.72
1777;Licuadora Inalámbrico X1;Soluciones Tecnológicas Nova;8;68.52
1778;Laptop Pro Red;Hogar y Confort Ltda.;12;1535.66
1779;Cafetera Max Z3;Textiles del Norte;10;73.51
1780;Teclado Basic Red;MegaAbasto Co.;25;78.22
1781;Mouse Portátil X1;Textiles del Norte;10;61.24
1782;Silla Ultra Azul;Comercializadora Omega;20;221.02
1783;Silla Eco Azul;Distribución Express;3;86.75
1784;Smartphone Max Gold;Global Imports Corp;5;487.4
1785;Mochila Pro Red;TechDistribuidora S.A.;14;45.81
1786;Lámpara Premium Gris;Global Imports Corp;5;28.36
1787;Zapatillas Basic Azul;Comercializadora Omega;20;134.95
1788;Teclado Basic Blanco;Alimentos y Logística del Sur;15;38.67
1789;Laptop Advanced Azul;Global Imports Corp;5;1963.88
1790;Termo Pro Blanco;TechDistribuidora S.A.;14;26.21
1791;Mouse Basic V2;Global Imports Corp;5;12.76
1792;Laptop Portátil Silver;Soluciones Tecnológicas Nova;8;698.81
1793;Termo Portátil Gris;TechDistribuidora S.A.;14;35.12
1794;Reloj Eco Z3;Suministros Industriales Alfa;7;273.56
1795;Cafetera Eco Z3;Global Imports Corp;5;185.54
1796;Laptop Pro X1;Soluciones Tecnológicas Nova;8;1225.2
1797;Laptop Ergonómico V2;Suministros Industriales Alfa;7;1684.19
1798;Zapatillas Ultra Azul;Hogar y Confort Ltda.;12;118.27
1799;Teclado Advanced Z3;Suministros Industriales Alfa;7;61.39
1800;Cafetera Plus Silver;Comercializadora Omega;20;65.56
1801;Laptop Smart Azul;Textiles del Norte;10;702.39
1802;Cafetera Ultra Gris;Alimentos y Logística del Sur;15;165.61
1803;Mouse Vintage Gris;Hogar y Confort Ltda.;12;23.05
1804;Reloj Plus Negro;TechDistribuidora S.A.;14;278.08
1805;Gorra Portátil Blanco;Global Imports Corp;5;23.26
1806;Lámpara Portátil Negro;Distribución Express;3;32.91
1807;Silla Vintage Silver;Soluciones Tecnológicas Nova;8;227.1
1808;Auriculares Basic V2;Distribución Express;3;39.36
1809;Cafetera Ergonómico V2;Soluciones Tecnológicas Nova;8;83.03
1810;Mochila Plus Z3;Hogar y Confort Ltda.;12;40.6
1811;Smartphone Vintage Red;Distribución Express;3;628.88
1812;Mouse Ultra X1;Distribución Express;3;48.52
1813;Reloj Modern Azul;Hogar y Confort Ltda.;12;156.71
1814;Licuadora Plus Silver;MegaAbasto Co.;25;98.99
1815;Mouse Plus V2;Soluciones Tecnológicas Nova;8;25.18
1816;Termo Max X1;Distribución Express;3;11.15
1817;Mesa Inalámbrico Blanco;Alimentos y Logística del Sur;15;297.22
1818;Zapatillas Inalámbrico Red;Soluciones Tecnológicas Nova;8;128.23
1819;Mouse Advanced V2;Soluciones Tecnológicas Nova;8;32.44
1820;Chaqueta Modern Negro;Soluciones Tecnológicas Nova;8;153.63
1821;Monitor Max Negro;TechDistribuidora S.A.;14;212.88
1822;Cargador Pro Negro;MegaAbasto Co.;25;33.49
1823;Chaqueta Max X1;Suministros Industriales Alfa;7;75.12
1824;Reloj Eco Blanco;Textiles del Norte;10;89.31
1825;Auriculares Inalámbrico Negro;Comercializadora Omega;20;31.98
1826;Auriculares Portátil Blanco;MegaAbasto Co.;25;133.37
1827;Termo Basic Gold;Alimentos y Logística del Sur;15;19.65
1828;Cafetera Plus V2;TechDistribuidora S.A.;14;170.42
1829;Termo Pro Red;Soluciones Tecnológicas Nova;8;15.65
1830;Laptop Modern Silver;Hogar y Confort Ltda.;12;1623.75
1831;Lámpara Premium Silver;Soluciones Tecnológicas Nova;8;33.36
1832;Mochila Modern Z3;Distribución Express;3;27.51
1833;Silla Inalámbrico Silver;MegaAbasto Co.;25;227.33
1834;Monitor Ergonómico V2;Distribución Express;3;315.53
1835;Monitor Eco Gris;Global Imports Corp;5;161.54
1836;Mochila Inalámbrico Azul;Global Imports Corp;5;55.95
1837;Teclado Advanced Blanco;Textiles del Norte;10;58.39
1838;Cafetera Vintage Azul;Suministros Industriales Alfa;7;108.39
1839;Smartphone Portátil X1;Alimentos y Logística del Sur;15;605.65
1840;Chaqueta Premium Blanco;Alimentos y Logística del Sur;15;131.99
1841;Mesa Inalámbrico Azul;Soluciones Tecnológicas Nova;8;248.93
1842;Gorra Inalámbrico Gold;Alimentos y Logística del Sur;15;18.41
1843;Laptop Portátil Gold;Textiles del Norte;10;1419.79
1844;Monitor Advanced V2;Alimentos y Logística del Sur;15;181.49
1845;Laptop Inalámbrico Azul;Distribución Express;3;1971.79
1846;Chaqueta Advanced Azul;Comercializadora Omega;20;119.55
1847;Termo Advanced Silver;Textiles del Norte;10;30.91
1848;Licuadora Portátil Gold;Textiles del Norte;10;60.39
1849;Camiseta Premium Z3;Comercializadora Omega;20;43.11
1850;Gorra Portátil Azul;Global Imports Corp;5;19.25
1851;Televisor Pro Blanco;Alimentos y Logística del Sur;15;308.16
1852;Cafetera Premium V2;Global Imports Corp;5;61.04
1853;Mochila Inalámbrico X1;Suministros Industriales Alfa;7;74.11
1854;Televisor Modern Blanco;Hogar y Confort Ltda.;12;256.77
1855;Mesa Max Gris;Comercializadora Omega;20;327.02
1856;Laptop Vintage Blanco;Global Imports Corp;5;1055.16
1857;Mesa Inalámbrico V2;MegaAbasto Co.;25;117.57
1858;Cafetera Ergonómico Silver;Comercializadora Omega;20;71.5
1859;Monitor Eco Silver;MegaAbasto Co.;25;168.01
1860;Gorra Smart V2;Soluciones Tecnológicas Nova;8;16.41
1861;Chaqueta Smart Gold;Hogar y Confort Ltda.;12;178.57
1862;Laptop Modern V2;MegaAbasto Co.;25;1653.98
1863;Televisor Ergonómico Azul;TechDistribuidora S.A.;14;388.09
1864;Teclado Premium Silver;Distribución Express;3;28.77
1865;Gorra Ultra Gris;Textiles del Norte;10;21.12
1866;Mesa Advanced Red;MegaAbasto Co.;25;167.97
1867;Silla Max Negro;Soluciones Tecnológicas Nova;8;222.95
1868;Auriculares Portátil Blanco;Soluciones Tecnológicas Nova;8;70.34
1869;Reloj Portátil Red;Distribución Express;3;235.34
1870;Monitor Plus Z3;Textiles del Norte;10;309.65
1871;Reloj Ultra Gris;Suministros Industriales Alfa;7;208.96
1872;Auriculares Portátil Gold;MegaAbasto Co.;25;91.49
1873;Mesa Plus Z3;Comercializadora Omega;20;193.49
1874;Cafetera Advanced X1;Soluciones Tecnológicas Nova;8;93.84
1875;Teclado Ergonómico Z3;Distribución Express;3;61.51
1876;Auriculares Advanced Gris;Textiles del Norte;10;50.67
1877;Silla Vintage Azul;Distribución Express;3;165.97
1878;Auriculares Ergonómico Red;Global Imports Corp;5;145.62
1879;Reloj Ultra Silver;Comercializadora Omega;20;221.27
1880;Gorra Max Gold;Alimentos y Logística del Sur;15;12.82
1881;Licuadora Max Gold;TechDistribuidora S.A.;14;51.65
1882;Monitor Basic Z3;Comercializadora Omega;20;185.57
1883;Lámpara Ultra X1;Comercializadora Omega;20;76.27
1884;Monitor Ultra Blanco;Distribución Express;3;145.33
1885;Licuadora Plus Z3;Global Imports Corp;5;112.41
1886;Gorra Ultra V2;Soluciones Tecnológicas Nova;8;17.19
1887;Televisor Pro X1;Textiles del Norte;10;880.64
1888;Mouse Vintage Negro;Hogar y Confort Ltda.;12;58.46
1889;Chaqueta Vintage Z3;Distribución Express;3;50.19
1890;Chaqueta Portátil Silver;Alimentos y Logística del Sur;15;102.77
1891;Mouse Plus Gris;TechDistribuidora S.A.;14;31.67
1892;Auriculares Premium Blanco;Soluciones Tecnológicas Nova;8;74.25
1893;Mesa Vintage Azul;Hogar y Confort Ltda.;12;339.08
1894;Termo Advanced Z3;TechDistribuidora S.A.;14;21.18
1895;Silla Ultra V2;Global Imports Corp;5;114.58
1896;Smartphone Vintage V2;Alimentos y Logística del Sur;15;652.79
1897;Laptop Inalámbrico Azul;Suministros Industriales Alfa;7;652.35
1898;Auriculares Ultra Azul;Alimentos y Logística del Sur;15;37.3
1899;Gorra Eco Gold;Comercializadora Omega;20;25.13
1900;Smartphone Smart V2;Hogar y Confort Ltda.;12;935.13
1901;Cargador Advanced Red;MegaAbasto Co.;25;15.05
1902;Cargador Plus Red;Soluciones Tecnológicas Nova;8;22.01
1903;Zapatillas Ergonómico Red;Global Imports Corp;5;88.19
1904;Gorra Inalámbrico Silver;Suministros Industriales Alfa;7;21.46
1905;Gorra Modern Z3;Alimentos y Logística del Sur;15;26.86
1906;Reloj Eco Gris;TechDistribuidora S.A.;14;296.45
1907;Gorra Vintage Red;Alimentos y Logística del Sur;15;13.86
1908;Reloj Plus Gold;Comercializadora Omega;20;152.44
1909;Mesa Plus Z3;Comercializadora Omega;20;365.61
1910;Cargador Modern V2;Suministros Industriales Alfa;7;20.81
1911;Auriculares Modern Blanco;Alimentos y Logística del Sur;15;118.82
1912;Televisor Advanced Gold;Comercializadora Omega;20;294.48
1913;Auriculares Inalámbrico Negro;Textiles del Norte;10;38.73
1914;Teclado Plus X1;Global Imports Corp;5;40.62
1915;Camiseta Portátil Azul;Alimentos y Logística del Sur;15;35.85
1916;Cargador Inalámbrico Gold;Comercializadora Omega;20;12.14
1917;Monitor Eco Negro;Hogar y Confort Ltda.;12;238.58
1918;Mouse Pro Blanco;Textiles del Norte;10;27.68
1919;Termo Max Blanco;Global Imports Corp;5;14.69
1920;Cafetera Smart Red;Alimentos y Logística del Sur;15;147.08
1921;Cafetera Portátil Azul;TechDistribuidora S.A.;14;83.16
1922;Chaqueta Max X1;Soluciones Tecnológicas Nova;8;82.69
1923;Licuadora Vintage Red;Comercializadora Omega;20;118.16
1924;Monitor Smart Gris;Alimentos y Logística del Sur;15;152.7
1925;Laptop Vintage Gold;Comercializadora Omega;20;1071.83
1926;Monitor Eco Silver;Textiles del Norte;10;421.44
1927;Termo Plus Azul;Global Imports Corp;5;29.22
1928;Gorra Smart Z3;Textiles del Norte;10;28.14
1929;Cargador Ultra Blanco;Global Imports Corp;5;29.11
1930;Mochila Inalámbrico Gold;TechDistribuidora S.A.;14;26.83
1931;Laptop Eco X1;Soluciones Tecnológicas Nova;8;718.89
1932;Laptop Ergonómico Gold;Distribución Express;3;1444.98
1933;Laptop Modern Gold;Alimentos y Logística del Sur;15;1986.78
1934;Reloj Premium Negro;MegaAbasto Co.;25;196.03
1935;Zapatillas Ultra Z3;Soluciones Tecnológicas Nova;8;109.09
1936;Silla Premium Gold;Hogar y Confort Ltda.;12;216.54
1937;Smartphone Eco Silver;MegaAbasto Co.;25;435.44
1938;Cargador Vintage X1;Soluciones Tecnológicas Nova;8;29.37
1939;Cafetera Advanced X1;Global Imports Corp;5;48.08
1940;Smartphone Vintage Gold;Distribución Express;3;701.03
1941;Monitor Pro Negro;MegaAbasto Co.;25;212.97
1942;Laptop Smart Silver;MegaAbasto Co.;25;634.96
1943;Cargador Pro Negro;Suministros Industriales Alfa;7;31.86
1944;Smartphone Modern V2;Textiles del Norte;10;862.68
1945;Mouse Vintage Negro;MegaAbasto Co.;25;28.53
1946;Termo Premium V2;Soluciones Tecnológicas Nova;8;12.42
1947;Mouse Premium V2;Global Imports Corp;5;28.21
1948;Reloj Inalámbrico Blanco;Comercializadora Omega;20;139.0
1949;Silla Inalámbrico X1;MegaAbasto Co.;25;189.81
1950;Gorra Plus Silver;Distribución Express;3;14.48
1951;Gorra Vintage Silver;Global Imports Corp;5;17.46
1952;Laptop Vintage X1;Global Imports Corp;5;932.82
1953;Camiseta Premium Gris;MegaAbasto Co.;25;48.75
1954;Termo Max Z3;Suministros Industriales Alfa;7;29.15
1955;Cafetera Modern X1;MegaAbasto Co.;25;129.4
1956;Monitor Premium Azul;Alimentos y Logística del Sur;15;301.17
1957;Licuadora Max Silver;Distribución Express;3;103.28
1958;Camiseta Max Blanco;MegaAbasto Co.;25;44.26
1959;Zapatillas Premium Red;Comercializadora Omega;20;118.24
1960;Mochila Max Gris;Soluciones Tecnológicas Nova;8;67.77
1961;Mochila Pro Negro;Suministros Industriales Alfa;7;55.45
1962;Zapatillas Advanced Gold;MegaAbasto Co.;25;102.53
1963;Cargador Smart Gold;Hogar y Confort Ltda.;12;13.14
1964;Cargador Modern Azul;Soluciones Tecnológicas Nova;8;14.72
1965;Monitor Eco Gris;Textiles del Norte;10;134.98
1966;Mochila Inalámbrico Blanco;Distribución Express;3;21.66
1967;Televisor Modern Silver;Distribución Express;3;782.91
1968;Silla Modern Gold;Comercializadora Omega;20;151.26
1969;Camiseta Advanced Gris;Soluciones Tecnológicas Nova;8;41.44
1970;Auriculares Portátil Silver;Distribución Express;3;141.93
1971;Termo Eco Negro;Distribución Express;3;20.08
1972;Televisor Ultra V2;Suministros Industriales Alfa;7;711.03
1973;Mochila Pro V2;Soluciones Tecnológicas Nova;8;38.43
1974;Auriculares Max Gris;Textiles del Norte;10;69.5
1975;Mochila Inalámbrico Blanco;TechDistribuidora S.A.;14;72.65
1976;Cafetera Portátil Negro;Textiles del Norte;10;147.2
1977;Auriculares Premium Gris;MegaAbasto Co.;25;89.2
1978;Laptop Smart Red;Textiles del Norte;10;1549.6
1979;Zapatillas Basic Silver;Alimentos y Logística del Sur;15;79.74
1980;Mesa Vintage Gris;Suministros Industriales Alfa;7;292.6
1981;Mesa Smart Z3;Hogar y Confort Ltda.;12;110.17
1982;Lámpara Max Gold;Alimentos y Logística del Sur;15;36.63
1983;Mouse Advanced Negro;TechDistribuidora S.A.;14;35.51
1984;Cafetera Vintage Negro;Suministros Industriales Alfa;7;131.97
1985;Reloj Max Red;Soluciones Tecnológicas Nova;8;105.97
1986;Chaqueta Modern V2;Soluciones Tecnológicas Nova;8;60.56
1987;Teclado Smart Azul;Hogar y Confort Ltda.;12;39.15
1988;Auriculares Vintage Blanco;Global Imports Corp;5;52.61
1989;Chaqueta Eco Gold;MegaAbasto Co.;25;135.95
1990;Silla Inalámbrico X1;Textiles del Norte;10;145.52
1991;Cargador Premium Negro;Textiles del Norte;10;19.68
1992;Chaqueta Modern Negro;Comercializadora Omega;20;114.09
1993;Camiseta Vintage Azul;Alimentos y Logística del Sur;15;26.66
1994;Mesa Advanced Red;MegaAbasto Co.;25;174.09
1995;Laptop Vintage Azul;Textiles del Norte;10;1954.97
1996;Televisor Ultra X1;Suministros Industriales Alfa;7;440.03
1997;Lámpara Plus Gold;Textiles del Norte;10;33.33
1998;Laptop Inalámbrico Azul;Soluciones Tecnológicas Nova;8;1668.02
1999;Mesa Modern Gold;Textiles del Norte;10;101.11
2000;Mochila Premium Azul;MegaAbasto Co.;25;55.01
